id,session,fold
sess_sim_20260522_011047-step_05,sess_sim_20260522_011047,3
sess_sim_20260522_006119-step_07,sess_sim_20260522_006119,2
sess_sim_20260522_011047-step_16,sess_sim_20260522_011047,3
sess_sim_20260522_044633-step_08,sess_sim_20260522_044633,1
sess_sim_20260522_005211-step_06,sess_sim_20260522_005211,0
sess_au_867079_006-step_03,sess_au_867079_006,2
sess_sim_20260522_038740-step_04,sess_sim_20260522_038740,3
sess_sim_20260522_022739-step_07,sess_sim_20260522_022739,1
sess_sim_20260522_018717-step_06,sess_sim_20260522_018717,0
sess_sim_20260522_032710-step_04,sess_sim_20260522_032710,0
sess_sim_20260522_017329-step_07,sess_sim_20260522_017329,2
sess_sim_20260522_035562-step_02,sess_sim_20260522_035562,3
sess_sim_20260522_008432-step_10,sess_sim_20260522_008432,0
sess_sim_20260522_014529-step_03,sess_sim_20260522_014529,3
sess_sim_20260522_035763-step_02,sess_sim_20260522_035763,0
sess_sim_20260522_035482-step_06,sess_sim_20260522_035482,0
sess_sim_20260522_009950-step_05,sess_sim_20260522_009950,0
sess_sim_20260522_007577-step_10,sess_sim_20260522_007577,2
sess_sim_20260522_025487-step_03,sess_sim_20260522_025487,0
sess_sim_20260522_025738-step_08,sess_sim_20260522_025738,0
sess_sim_20260522_009967-step_08,sess_sim_20260522_009967,4
sess_au_646926_004-step_03,sess_au_646926_004,1
sess_sim_20260522_019421-step_06,sess_sim_20260522_019421,1
sess_sim_20260522_036271-step_02,sess_sim_20260522_036271,3
sess_sim_20260522_012195-step_11,sess_sim_20260522_012195,2
sess_sim_20260522_033339-step_14,sess_sim_20260522_033339,4
sess_sim_20260522_021592-step_04,sess_sim_20260522_021592,4
sess_sim_20260522_008930-step_02,sess_sim_20260522_008930,4
sess_sim_20260522_007934-step_04,sess_sim_20260522_007934,3
sess_sim_20260522_026740-step_04,sess_sim_20260522_026740,4
sess_sim_20260522_034539-step_03,sess_sim_20260522_034539,3
sess_sim_20260522_004986-step_09,sess_sim_20260522_004986,1
sess_sim_20260522_025149-step_02,sess_sim_20260522_025149,4
sess_sim_20260522_008017-step_09,sess_sim_20260522_008017,0
sess_sim_20260522_046937-step_05,sess_sim_20260522_046937,1
sess_sim_20260522_023545-step_09,sess_sim_20260522_023545,0
sess_sim_20260522_026241-step_03,sess_sim_20260522_026241,2
sess_sim_20260522_023525-step_06,sess_sim_20260522_023525,1
sess_sim_20260522_045377-step_12,sess_sim_20260522_045377,0
sess_sim_20260522_021363-step_02,sess_sim_20260522_021363,3
sess_sim_20260522_019871-step_05,sess_sim_20260522_019871,4
sess_sim_20260522_001613-step_02,sess_sim_20260522_001613,2
sess_au_321799_005-step_10,sess_au_321799_005,2
sess_sim_20260522_005487-step_03,sess_sim_20260522_005487,0
sess_sim_20260522_015633-step_03,sess_sim_20260522_015633,1
sess_sim_20260522_006279-step_07,sess_sim_20260522_006279,4
sess_sim_20260522_039691-step_06,sess_sim_20260522_039691,3
sess_sim_20260522_038132-step_03,sess_sim_20260522_038132,1
sess_sim_20260522_035972-step_03,sess_sim_20260522_035972,2
sess_sim_20260522_006733-step_16,sess_sim_20260522_006733,0
sess_sim_20260522_026850-step_11,sess_sim_20260522_026850,0
sess_sim_20260522_035595-step_01,sess_sim_20260522_035595,1
sess_sim_20260522_041073-step_09,sess_sim_20260522_041073,1
sess_sim_20260522_017156-step_13,sess_sim_20260522_017156,0
sess_au_429298_001-step_03,sess_au_429298_001,2
sess_sim_20260522_002156-step_02,sess_sim_20260522_002156,0
sess_sim_20260522_013853-step_07,sess_sim_20260522_013853,2
sess_sim_20260522_000068-step_06,sess_sim_20260522_000068,1
sess_sim_20260522_037144-step_03,sess_sim_20260522_037144,4
sess_sim_20260522_030599-step_06,sess_sim_20260522_030599,0
sess_sim_20260522_042906-step_10,sess_sim_20260522_042906,3
sess_sim_20260522_015786-step_09,sess_sim_20260522_015786,2
sess_sim_20260522_010681-step_07,sess_sim_20260522_010681,4
sess_sim_20260522_036883-step_07,sess_sim_20260522_036883,2
sess_sim_20260522_009688-step_12,sess_sim_20260522_009688,0
sess_au_404867_002-step_04,sess_au_404867_002,1
sess_sim_20260522_029735-step_02,sess_sim_20260522_029735,3
sess_sim_20260522_046192-step_01,sess_sim_20260522_046192,0
sess_sim_20260522_018923-step_10,sess_sim_20260522_018923,2
sess_sim_20260522_040603-step_05,sess_sim_20260522_040603,1
sess_sim_20260522_035303-step_01,sess_sim_20260522_035303,3
sess_sim_20260522_041888-step_03,sess_sim_20260522_041888,4
sess_sim_20260522_023269-step_05,sess_sim_20260522_023269,1
sess_sim_20260522_032708-step_09,sess_sim_20260522_032708,2
sess_sim_20260522_020922-step_08,sess_sim_20260522_020922,3
sess_sim_20260522_024280-step_04,sess_sim_20260522_024280,1
sess_sim_20260522_024244-step_01,sess_sim_20260522_024244,3
sess_sim_20260522_031443-step_10,sess_sim_20260522_031443,2
sess_sim_20260522_002445-step_05,sess_sim_20260522_002445,4
sess_sim_20260522_044395-step_14,sess_sim_20260522_044395,0
sess_sim_20260522_026895-step_07,sess_sim_20260522_026895,0
sess_sim_20260522_023081-step_05,sess_sim_20260522_023081,0
sess_sim_20260522_000307-step_07,sess_sim_20260522_000307,0
sess_sim_20260522_026691-step_04,sess_sim_20260522_026691,3
sess_sim_20260522_000547-step_07,sess_sim_20260522_000547,0
sess_sim_20260522_009404-step_06,sess_sim_20260522_009404,2
sess_sim_20260522_008570-step_02,sess_sim_20260522_008570,3
sess_sim_20260522_015160-step_05,sess_sim_20260522_015160,1
sess_sim_20260522_012857-step_06,sess_sim_20260522_012857,2
sess_sim_20260522_019742-step_06,sess_sim_20260522_019742,2
sess_sim_20260522_042844-step_11,sess_sim_20260522_042844,1
sess_sim_20260522_010024-step_05,sess_sim_20260522_010024,1
sess_au_152914_005-step_09,sess_au_152914_005,0
sess_sim_20260522_025637-step_01,sess_sim_20260522_025637,1
sess_sim_20260522_005394-step_16,sess_sim_20260522_005394,1
sess_sim_20260522_018666-step_01,sess_sim_20260522_018666,1
sess_au_427940_014-step_01,sess_au_427940_014,0
sess_sim_20260522_031690-step_06,sess_sim_20260522_031690,0
sess_sim_20260522_042795-step_11,sess_sim_20260522_042795,4
sess_sim_20260522_046475-step_06,sess_sim_20260522_046475,0
sess_sim_20260522_014922-step_07,sess_sim_20260522_014922,1
sess_sim_20260522_002503-step_08,sess_sim_20260522_002503,4
sess_sim_20260522_032732-step_06,sess_sim_20260522_032732,0
sess_sim_20260522_002050-step_16,sess_sim_20260522_002050,3
sess_sim_20260522_001946-step_02,sess_sim_20260522_001946,3
sess_sim_20260522_004362-step_03,sess_sim_20260522_004362,3
sess_sim_20260522_038822-step_04,sess_sim_20260522_038822,4
sess_sim_20260522_035665-step_09,sess_sim_20260522_035665,0
sess_sim_20260522_038039-step_07,sess_sim_20260522_038039,3
sess_sim_20260522_025369-step_05,sess_sim_20260522_025369,2
sess_sim_20260522_029806-step_04,sess_sim_20260522_029806,1
sess_sim_20260522_012055-step_05,sess_sim_20260522_012055,0
sess_sim_20260522_024147-step_09,sess_sim_20260522_024147,0
sess_sim_20260522_030827-step_05,sess_sim_20260522_030827,1
sess_sim_20260522_026839-step_07,sess_sim_20260522_026839,1
sess_sim_20260522_018202-step_01,sess_sim_20260522_018202,3
sess_sim_20260522_014433-step_07,sess_sim_20260522_014433,2
sess_sim_20260522_003551-step_01,sess_sim_20260522_003551,0
sess_sim_20260522_005356-step_05,sess_sim_20260522_005356,4
sess_sim_20260522_025087-step_14,sess_sim_20260522_025087,2
sess_sim_20260522_032722-step_08,sess_sim_20260522_032722,1
sess_sim_20260522_045401-step_07,sess_sim_20260522_045401,0
sess_sim_20260522_000477-step_09,sess_sim_20260522_000477,2
sess_sim_20260522_010759-step_05,sess_sim_20260522_010759,4
sess_sim_20260522_040625-step_02,sess_sim_20260522_040625,4
sess_sim_20260522_017780-step_06,sess_sim_20260522_017780,1
sess_sim_20260522_025534-step_05,sess_sim_20260522_025534,3
sess_sim_20260522_026759-step_05,sess_sim_20260522_026759,0
sess_sim_20260522_043210-step_02,sess_sim_20260522_043210,2
sess_sim_20260522_025544-step_01,sess_sim_20260522_025544,1
sess_sim_20260522_013541-step_01,sess_sim_20260522_013541,3
sess_au_486713_010-step_05,sess_au_486713_010,1
sess_sim_20260522_038631-step_08,sess_sim_20260522_038631,2
sess_sim_20260522_041310-step_05,sess_sim_20260522_041310,1
sess_sim_20260522_039511-step_07,sess_sim_20260522_039511,0
sess_sim_20260522_031714-step_14,sess_sim_20260522_031714,4
sess_sim_20260522_046814-step_01,sess_sim_20260522_046814,1
sess_sim_20260522_015952-step_02,sess_sim_20260522_015952,2
sess_au_795478_004-step_08,sess_au_795478_004,3
sess_sim_20260522_003802-step_04,sess_sim_20260522_003802,3
sess_sim_20260522_041735-step_08,sess_sim_20260522_041735,3
sess_sim_20260522_017979-step_02,sess_sim_20260522_017979,4
sess_sim_20260522_006319-step_03,sess_sim_20260522_006319,3
sess_sim_20260522_022242-step_04,sess_sim_20260522_022242,1
sess_sim_20260522_005439-step_04,sess_sim_20260522_005439,0
sess_sim_20260522_024689-step_03,sess_sim_20260522_024689,3
sess_sim_20260522_012809-step_12,sess_sim_20260522_012809,4
sess_sim_20260522_026665-step_03,sess_sim_20260522_026665,3
sess_sim_20260522_002883-step_04,sess_sim_20260522_002883,1
sess_sim_20260522_013553-step_09,sess_sim_20260522_013553,2
sess_sim_20260522_035972-step_09,sess_sim_20260522_035972,2
sess_sim_20260522_027503-step_05,sess_sim_20260522_027503,2
sess_sim_20260522_010124-step_05,sess_sim_20260522_010124,3
sess_sim_20260522_010243-step_07,sess_sim_20260522_010243,1
sess_sim_20260522_044197-step_02,sess_sim_20260522_044197,2
sess_sim_20260522_021201-step_08,sess_sim_20260522_021201,4
sess_sim_20260522_039473-step_07,sess_sim_20260522_039473,2
sess_sim_20260522_031660-step_01,sess_sim_20260522_031660,2
sess_sim_20260522_041499-step_05,sess_sim_20260522_041499,2
sess_sim_20260522_006197-step_07,sess_sim_20260522_006197,3
sess_sim_20260522_015559-step_12,sess_sim_20260522_015559,2
sess_sim_20260522_038233-step_03,sess_sim_20260522_038233,4
sess_sim_20260522_009097-step_03,sess_sim_20260522_009097,4
sess_sim_20260522_041679-step_09,sess_sim_20260522_041679,4
sess_sim_20260522_037888-step_05,sess_sim_20260522_037888,2
sess_sim_20260522_042100-step_10,sess_sim_20260522_042100,0
sess_sim_20260522_042919-step_09,sess_sim_20260522_042919,3
sess_sim_20260522_024613-step_02,sess_sim_20260522_024613,0
sess_sim_20260522_039249-step_11,sess_sim_20260522_039249,1
sess_sim_20260522_013120-step_02,sess_sim_20260522_013120,0
sess_sim_20260522_009713-step_08,sess_sim_20260522_009713,4
sess_sim_20260522_045049-step_07,sess_sim_20260522_045049,0
sess_sim_20260522_010949-step_07,sess_sim_20260522_010949,0
sess_sim_20260522_033459-step_03,sess_sim_20260522_033459,1
sess_sim_20260522_009935-step_16,sess_sim_20260522_009935,4
sess_sim_20260522_034009-step_03,sess_sim_20260522_034009,3
sess_sim_20260522_000531-step_06,sess_sim_20260522_000531,1
sess_sim_20260522_013046-step_01,sess_sim_20260522_013046,1
sess_sim_20260522_023967-step_01,sess_sim_20260522_023967,2
sess_sim_20260522_028468-step_01,sess_sim_20260522_028468,0
sess_sim_20260522_037158-step_01,sess_sim_20260522_037158,0
sess_sim_20260522_001643-step_05,sess_sim_20260522_001643,3
sess_sim_20260522_024926-step_02,sess_sim_20260522_024926,4
sess_sim_20260522_028194-step_05,sess_sim_20260522_028194,3
sess_sim_20260522_015633-step_02,sess_sim_20260522_015633,1
sess_sim_20260522_003184-step_11,sess_sim_20260522_003184,1
sess_sim_20260522_024922-step_01,sess_sim_20260522_024922,3
sess_au_689253_003-step_11,sess_au_689253_003,3
sess_sim_20260522_016542-step_06,sess_sim_20260522_016542,3
sess_sim_20260522_043700-step_04,sess_sim_20260522_043700,1
sess_sim_20260522_013923-step_09,sess_sim_20260522_013923,0
sess_sim_20260522_020827-step_11,sess_sim_20260522_020827,0
sess_sim_20260522_016965-step_04,sess_sim_20260522_016965,3
sess_sim_20260522_004575-step_05,sess_sim_20260522_004575,2
sess_sim_20260522_006752-step_06,sess_sim_20260522_006752,2
sess_au_609144_001-step_03,sess_au_609144_001,2
sess_sim_20260522_030666-step_10,sess_sim_20260522_030666,2
sess_sim_20260522_034405-step_10,sess_sim_20260522_034405,0
sess_sim_20260522_035226-step_02,sess_sim_20260522_035226,1
sess_sim_20260522_019205-step_04,sess_sim_20260522_019205,2
sess_sim_20260522_004413-step_07,sess_sim_20260522_004413,3
sess_sim_20260522_042099-step_02,sess_sim_20260522_042099,1
sess_sim_20260522_035725-step_02,sess_sim_20260522_035725,0
sess_sim_20260522_041755-step_02,sess_sim_20260522_041755,3
sess_sim_20260522_023415-step_09,sess_sim_20260522_023415,4
sess_au_441313_004-step_04,sess_au_441313_004,3
sess_sim_20260522_003016-step_02,sess_sim_20260522_003016,0
sess_au_276204_011-step_01,sess_au_276204_011,3
sess_sim_20260522_012517-step_07,sess_sim_20260522_012517,1
sess_sim_20260522_046158-step_02,sess_sim_20260522_046158,1
sess_sim_20260522_021941-step_03,sess_sim_20260522_021941,2
sess_sim_20260522_032618-step_04,sess_sim_20260522_032618,0
sess_sim_20260522_043943-step_03,sess_sim_20260522_043943,3
sess_sim_20260522_014372-step_09,sess_sim_20260522_014372,3
sess_sim_20260522_034643-step_01,sess_sim_20260522_034643,4
sess_sim_20260522_030056-step_03,sess_sim_20260522_030056,4
sess_sim_20260522_047022-step_02,sess_sim_20260522_047022,3
sess_sim_20260522_043832-step_07,sess_sim_20260522_043832,0
sess_sim_20260522_020326-step_02,sess_sim_20260522_020326,1
sess_sim_20260522_007611-step_10,sess_sim_20260522_007611,4
sess_sim_20260522_019853-step_09,sess_sim_20260522_019853,2
sess_sim_20260522_014349-step_04,sess_sim_20260522_014349,1
sess_sim_20260522_005026-step_04,sess_sim_20260522_005026,4
sess_sim_20260522_010311-step_02,sess_sim_20260522_010311,4
sess_sim_20260522_035737-step_04,sess_sim_20260522_035737,1
sess_sim_20260522_018179-step_02,sess_sim_20260522_018179,0
sess_sim_20260522_037262-step_01,sess_sim_20260522_037262,0
sess_sim_20260522_016544-step_05,sess_sim_20260522_016544,1
sess_au_646381_002-step_03,sess_au_646381_002,0
sess_au_184567_008-step_03,sess_au_184567_008,0
sess_sim_20260522_022657-step_03,sess_sim_20260522_022657,1
sess_sim_20260522_003320-step_06,sess_sim_20260522_003320,0
sess_sim_20260522_034701-step_05,sess_sim_20260522_034701,3
sess_sim_20260522_008017-step_06,sess_sim_20260522_008017,0
sess_au_412375_014-step_03,sess_au_412375_014,4
sess_sim_20260522_014588-step_01,sess_sim_20260522_014588,3
sess_sim_20260522_022375-step_05,sess_sim_20260522_022375,3
sess_au_161343_000-step_06,sess_au_161343_000,1
sess_sim_20260522_030827-step_10,sess_sim_20260522_030827,1
sess_sim_20260522_028422-step_06,sess_sim_20260522_028422,4
sess_sim_20260522_037417-step_08,sess_sim_20260522_037417,1
sess_sim_20260522_011272-step_05,sess_sim_20260522_011272,1
sess_sim_20260522_002188-step_14,sess_sim_20260522_002188,0
sess_sim_20260522_012165-step_09,sess_sim_20260522_012165,0
sess_sim_20260522_008239-step_02,sess_sim_20260522_008239,0
sess_au_518858_010-step_02,sess_au_518858_010,1
sess_sim_20260522_030196-step_06,sess_sim_20260522_030196,4
sess_sim_20260522_029885-step_02,sess_sim_20260522_029885,3
sess_sim_20260522_033297-step_05,sess_sim_20260522_033297,1
sess_sim_20260522_016972-step_04,sess_sim_20260522_016972,3
sess_sim_20260522_041405-step_08,sess_sim_20260522_041405,0
sess_sim_20260522_039490-step_15,sess_sim_20260522_039490,1
sess_sim_20260522_005007-step_10,sess_sim_20260522_005007,4
sess_sim_20260522_022853-step_03,sess_sim_20260522_022853,2
sess_sim_20260522_035632-step_03,sess_sim_20260522_035632,0
sess_sim_20260522_002101-step_15,sess_sim_20260522_002101,4
sess_sim_20260522_032944-step_06,sess_sim_20260522_032944,3
sess_sim_20260522_037307-step_04,sess_sim_20260522_037307,1
sess_au_806726_013-step_02,sess_au_806726_013,0
sess_sim_20260522_033044-step_01,sess_sim_20260522_033044,1
sess_sim_20260522_033973-step_13,sess_sim_20260522_033973,0
sess_sim_20260522_009915-step_01,sess_sim_20260522_009915,4
sess_sim_20260522_013050-step_05,sess_sim_20260522_013050,1
sess_sim_20260522_010938-step_12,sess_sim_20260522_010938,2
sess_sim_20260522_025870-step_03,sess_sim_20260522_025870,1
sess_sim_20260522_021196-step_08,sess_sim_20260522_021196,1
sess_sim_20260522_020749-step_01,sess_sim_20260522_020749,1
sess_sim_20260522_040978-step_05,sess_sim_20260522_040978,2
sess_au_187960_002-step_05,sess_au_187960_002,1
sess_sim_20260522_027083-step_07,sess_sim_20260522_027083,1
sess_sim_20260522_021165-step_08,sess_sim_20260522_021165,1
sess_sim_20260522_005102-step_03,sess_sim_20260522_005102,2
sess_sim_20260522_042887-step_11,sess_sim_20260522_042887,3
sess_sim_20260522_029866-step_09,sess_sim_20260522_029866,3
sess_sim_20260522_009851-step_10,sess_sim_20260522_009851,0
sess_sim_20260522_024473-step_02,sess_sim_20260522_024473,4
sess_sim_20260522_025880-step_02,sess_sim_20260522_025880,1
sess_sim_20260522_042054-step_06,sess_sim_20260522_042054,4
sess_sim_20260522_025845-step_03,sess_sim_20260522_025845,4
sess_sim_20260522_032319-step_02,sess_sim_20260522_032319,2
sess_sim_20260522_013858-step_06,sess_sim_20260522_013858,0
sess_sim_20260522_044636-step_05,sess_sim_20260522_044636,1
sess_sim_20260522_020882-step_01,sess_sim_20260522_020882,0
sess_sim_20260522_008965-step_11,sess_sim_20260522_008965,3
sess_sim_20260522_023738-step_05,sess_sim_20260522_023738,2
sess_sim_20260522_009715-step_06,sess_sim_20260522_009715,0
sess_sim_20260522_041366-step_06,sess_sim_20260522_041366,4
sess_sim_20260522_038802-step_09,sess_sim_20260522_038802,3
sess_sim_20260522_015473-step_02,sess_sim_20260522_015473,4
sess_au_914212_012-step_03,sess_au_914212_012,4
sess_sim_20260522_008554-step_02,sess_sim_20260522_008554,4
sess_sim_20260522_009380-step_07,sess_sim_20260522_009380,2
sess_sim_20260522_004156-step_05,sess_sim_20260522_004156,4
sess_sim_20260522_044886-step_12,sess_sim_20260522_044886,2
sess_sim_20260522_040473-step_05,sess_sim_20260522_040473,2
sess_au_175237_011-step_04,sess_au_175237_011,4
sess_au_350387_001-step_04,sess_au_350387_001,0
sess_sim_20260522_042506-step_17,sess_sim_20260522_042506,1
sess_sim_20260522_006478-step_13,sess_sim_20260522_006478,0
sess_sim_20260522_016119-step_05,sess_sim_20260522_016119,1
sess_sim_20260522_027274-step_01,sess_sim_20260522_027274,3
sess_sim_20260522_002462-step_06,sess_sim_20260522_002462,1
sess_sim_20260522_039520-step_06,sess_sim_20260522_039520,3
sess_sim_20260522_034532-step_06,sess_sim_20260522_034532,2
sess_sim_20260522_042570-step_05,sess_sim_20260522_042570,0
sess_sim_20260522_034835-step_05,sess_sim_20260522_034835,2
sess_sim_20260522_002355-step_07,sess_sim_20260522_002355,2
sess_sim_20260522_033573-step_11,sess_sim_20260522_033573,0
sess_sim_20260522_044915-step_02,sess_sim_20260522_044915,3
sess_sim_20260522_025238-step_01,sess_sim_20260522_025238,3
sess_sim_20260522_017186-step_05,sess_sim_20260522_017186,0
sess_sim_20260522_032498-step_02,sess_sim_20260522_032498,0
sess_sim_20260522_046983-step_14,sess_sim_20260522_046983,0
sess_au_236827_008-step_02,sess_au_236827_008,3
sess_sim_20260522_011211-step_03,sess_sim_20260522_011211,4
sess_sim_20260522_003275-step_08,sess_sim_20260522_003275,2
sess_sim_20260522_030296-step_04,sess_sim_20260522_030296,4
sess_sim_20260522_031023-step_04,sess_sim_20260522_031023,3
sess_sim_20260522_014641-step_12,sess_sim_20260522_014641,3
sess_sim_20260522_045788-step_05,sess_sim_20260522_045788,3
sess_sim_20260522_044161-step_13,sess_sim_20260522_044161,3
sess_sim_20260522_042889-step_02,sess_sim_20260522_042889,0
sess_sim_20260522_016410-step_03,sess_sim_20260522_016410,0
sess_sim_20260522_045782-step_16,sess_sim_20260522_045782,0
sess_sim_20260522_001706-step_06,sess_sim_20260522_001706,3
sess_sim_20260522_044765-step_01,sess_sim_20260522_044765,2
sess_sim_20260522_030595-step_03,sess_sim_20260522_030595,1
sess_sim_20260522_023804-step_13,sess_sim_20260522_023804,0
sess_sim_20260522_005693-step_05,sess_sim_20260522_005693,4
sess_au_812504_004-step_05,sess_au_812504_004,1
sess_sim_20260522_036951-step_02,sess_sim_20260522_036951,4
sess_sim_20260522_007458-step_07,sess_sim_20260522_007458,3
sess_sim_20260522_035781-step_03,sess_sim_20260522_035781,1
sess_sim_20260522_017026-step_09,sess_sim_20260522_017026,2
sess_sim_20260522_040664-step_05,sess_sim_20260522_040664,4
sess_sim_20260522_036461-step_01,sess_sim_20260522_036461,2
sess_sim_20260522_009128-step_11,sess_sim_20260522_009128,0
sess_sim_20260522_029769-step_01,sess_sim_20260522_029769,1
sess_sim_20260522_009861-step_05,sess_sim_20260522_009861,4
sess_sim_20260522_008871-step_02,sess_sim_20260522_008871,3
sess_sim_20260522_013653-step_01,sess_sim_20260522_013653,4
sess_sim_20260522_027037-step_09,sess_sim_20260522_027037,0
sess_sim_20260522_029283-step_03,sess_sim_20260522_029283,2
sess_sim_20260522_034667-step_10,sess_sim_20260522_034667,0
sess_sim_20260522_036537-step_07,sess_sim_20260522_036537,0
sess_sim_20260522_041377-step_07,sess_sim_20260522_041377,4
sess_sim_20260522_035877-step_07,sess_sim_20260522_035877,3
sess_sim_20260522_028710-step_11,sess_sim_20260522_028710,1
sess_sim_20260522_040316-step_09,sess_sim_20260522_040316,3
sess_sim_20260522_038785-step_08,sess_sim_20260522_038785,2
sess_sim_20260522_042849-step_07,sess_sim_20260522_042849,3
sess_au_769866_003-step_05,sess_au_769866_003,0
sess_sim_20260522_032764-step_02,sess_sim_20260522_032764,0
sess_sim_20260522_019251-step_02,sess_sim_20260522_019251,3
sess_sim_20260522_001274-step_01,sess_sim_20260522_001274,0
sess_sim_20260522_007750-step_01,sess_sim_20260522_007750,4
sess_sim_20260522_021039-step_05,sess_sim_20260522_021039,3
sess_sim_20260522_005481-step_06,sess_sim_20260522_005481,1
sess_sim_20260522_037107-step_02,sess_sim_20260522_037107,1
sess_sim_20260522_003878-step_06,sess_sim_20260522_003878,0
sess_sim_20260522_046604-step_03,sess_sim_20260522_046604,4
sess_sim_20260522_021256-step_06,sess_sim_20260522_021256,4
sess_sim_20260522_044251-step_06,sess_sim_20260522_044251,4
sess_sim_20260522_019238-step_12,sess_sim_20260522_019238,0
sess_sim_20260522_018092-step_10,sess_sim_20260522_018092,2
sess_sim_20260522_015362-step_02,sess_sim_20260522_015362,1
sess_sim_20260522_002883-step_08,sess_sim_20260522_002883,1
sess_sim_20260522_022827-step_04,sess_sim_20260522_022827,2
sess_sim_20260522_012051-step_02,sess_sim_20260522_012051,4
sess_sim_20260522_038715-step_09,sess_sim_20260522_038715,0
sess_sim_20260522_003303-step_04,sess_sim_20260522_003303,0
sess_sim_20260522_000006-step_06,sess_sim_20260522_000006,2
sess_sim_20260522_016250-step_02,sess_sim_20260522_016250,4
sess_sim_20260522_018207-step_02,sess_sim_20260522_018207,2
sess_sim_20260522_002679-step_08,sess_sim_20260522_002679,0
sess_sim_20260522_016544-step_06,sess_sim_20260522_016544,1
sess_sim_20260522_011246-step_17,sess_sim_20260522_011246,4
sess_sim_20260522_023873-step_06,sess_sim_20260522_023873,1
sess_sim_20260522_019857-step_05,sess_sim_20260522_019857,1
sess_sim_20260522_020321-step_05,sess_sim_20260522_020321,2
sess_sim_20260522_024356-step_08,sess_sim_20260522_024356,0
sess_sim_20260522_009863-step_04,sess_sim_20260522_009863,2
sess_sim_20260522_003843-step_06,sess_sim_20260522_003843,1
sess_sim_20260522_039281-step_08,sess_sim_20260522_039281,0
sess_sim_20260522_003423-step_07,sess_sim_20260522_003423,1
sess_sim_20260522_018173-step_08,sess_sim_20260522_018173,1
sess_sim_20260522_034394-step_07,sess_sim_20260522_034394,0
sess_sim_20260522_017303-step_05,sess_sim_20260522_017303,2
sess_sim_20260522_022362-step_02,sess_sim_20260522_022362,2
sess_sim_20260522_046451-step_12,sess_sim_20260522_046451,0
sess_sim_20260522_011035-step_05,sess_sim_20260522_011035,3
sess_sim_20260522_030863-step_02,sess_sim_20260522_030863,2
sess_sim_20260522_020855-step_02,sess_sim_20260522_020855,0
sess_sim_20260522_011930-step_06,sess_sim_20260522_011930,2
sess_sim_20260522_009402-step_11,sess_sim_20260522_009402,2
sess_sim_20260522_045051-step_03,sess_sim_20260522_045051,1
sess_au_111606_002-step_02,sess_au_111606_002,4
sess_sim_20260522_032983-step_05,sess_sim_20260522_032983,4
sess_sim_20260522_036017-step_01,sess_sim_20260522_036017,4
sess_sim_20260522_025314-step_02,sess_sim_20260522_025314,4
sess_sim_20260522_028106-step_01,sess_sim_20260522_028106,2
sess_sim_20260522_000970-step_01,sess_sim_20260522_000970,0
sess_sim_20260522_024244-step_05,sess_sim_20260522_024244,3
sess_sim_20260522_024147-step_02,sess_sim_20260522_024147,0
sess_sim_20260522_027433-step_01,sess_sim_20260522_027433,2
sess_sim_20260522_036194-step_05,sess_sim_20260522_036194,3
sess_sim_20260522_008105-step_13,sess_sim_20260522_008105,3
sess_sim_20260522_008453-step_01,sess_sim_20260522_008453,2
sess_sim_20260522_000006-step_05,sess_sim_20260522_000006,2
sess_sim_20260522_041270-step_02,sess_sim_20260522_041270,3
sess_sim_20260522_036712-step_06,sess_sim_20260522_036712,3
sess_sim_20260522_016446-step_07,sess_sim_20260522_016446,2
sess_sim_20260522_007393-step_05,sess_sim_20260522_007393,0
sess_sim_20260522_019057-step_04,sess_sim_20260522_019057,0
sess_sim_20260522_034912-step_07,sess_sim_20260522_034912,0
sess_sim_20260522_040566-step_01,sess_sim_20260522_040566,0
sess_sim_20260522_029017-step_05,sess_sim_20260522_029017,1
sess_sim_20260522_042559-step_05,sess_sim_20260522_042559,4
sess_au_160675_000-step_04,sess_au_160675_000,1
sess_sim_20260522_030614-step_05,sess_sim_20260522_030614,3
sess_sim_20260522_003578-step_04,sess_sim_20260522_003578,3
sess_au_590588_011-step_02,sess_au_590588_011,4
sess_au_590322_011-step_03,sess_au_590322_011,1
sess_sim_20260522_011695-step_01,sess_sim_20260522_011695,3
sess_sim_20260522_010510-step_06,sess_sim_20260522_010510,4
sess_sim_20260522_020922-step_06,sess_sim_20260522_020922,3
sess_sim_20260522_041595-step_04,sess_sim_20260522_041595,4
sess_au_935691_011-step_02,sess_au_935691_011,1
sess_sim_20260522_019255-step_01,sess_sim_20260522_019255,1
sess_sim_20260522_007864-step_10,sess_sim_20260522_007864,2
sess_sim_20260522_022926-step_11,sess_sim_20260522_022926,3
sess_sim_20260522_023758-step_04,sess_sim_20260522_023758,3
sess_sim_20260522_041310-step_07,sess_sim_20260522_041310,1
sess_au_152159_003-step_07,sess_au_152159_003,1
sess_sim_20260522_043023-step_06,sess_sim_20260522_043023,2
sess_sim_20260522_003691-step_03,sess_sim_20260522_003691,2
sess_sim_20260522_019205-step_02,sess_sim_20260522_019205,2
sess_sim_20260522_031185-step_05,sess_sim_20260522_031185,2
sess_sim_20260522_010784-step_09,sess_sim_20260522_010784,3
sess_sim_20260522_044606-step_09,sess_sim_20260522_044606,2
sess_sim_20260522_002884-step_02,sess_sim_20260522_002884,2
sess_sim_20260522_022208-step_08,sess_sim_20260522_022208,1
sess_sim_20260522_036526-step_02,sess_sim_20260522_036526,3
